event-id,visible,timestamp,long,lat,location-error-text,sensor-type,individual-taxon-canonical-name,swallow_id,individual-local-identifier,study-name
2549645863,TRUE,15:48.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645864,TRUE,47:19.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645865,TRUE,14:32.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645866,TRUE,53:01.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645867,TRUE,34:15.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645868,TRUE,51:29.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645869,TRUE,22:15.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645870,TRUE,48:46.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645871,TRUE,14:40.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645872,TRUE,49:26.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645873,TRUE,21:33.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645874,TRUE,48:46.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645875,TRUE,16:07.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645876,TRUE,53:03.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645877,TRUE,16:08.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645878,TRUE,22:45.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645879,TRUE,47:21.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645880,TRUE,24:34.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645881,TRUE,49:27.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645882,TRUE,19:39.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645883,TRUE,50:00.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645884,TRUE,16:09.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645885,TRUE,44:01.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645886,TRUE,17:50.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645887,TRUE,42:22.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645888,TRUE,19:26.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645889,TRUE,49:13.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645890,TRUE,22:18.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645891,TRUE,50:05.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645892,TRUE,12:57.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645893,TRUE,51:33.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645894,TRUE,11:36.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645895,TRUE,48:05.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645896,TRUE,12:19.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645897,TRUE,48:50.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645898,TRUE,22:19.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645899,TRUE,46:49.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645900,TRUE,20:40.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645901,TRUE,49:39.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645902,TRUE,14:03.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645903,TRUE,44:16.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645904,TRUE,10:41.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645905,TRUE,43:07.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645906,TRUE,10:41.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645907,TRUE,45:00.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645908,TRUE,13:19.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645909,TRUE,46:19.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645910,TRUE,11:38.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645911,TRUE,46:32.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645912,TRUE,14:56.0,-66.15,-1.35,-2.25:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645913,TRUE,41:51.0,-66.15,-1.35,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645914,TRUE,15:31.0,-66.15,-1.35,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645915,TRUE,41:30.0,-66.15,-1.35,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645916,TRUE,20:05.0,-66.15,-1.35,-2.7:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645917,TRUE,39:43.0,-66.15,-1.35,-2.7:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645918,TRUE,10:23.0,-66.15,-1.35,-2.7:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645919,TRUE,44:57.0,-66.15,-1.35,-2.25:-66.23:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645920,TRUE,13:14.0,-66.15,-1.35,-2.25:-66.23:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645921,TRUE,38:09.0,-66.15,-1.35,-2.25:-66.23:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645922,TRUE,10:43.0,-66.15,-1.35,-2.25:-66.23:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645923,TRUE,39:33.0,-66.15,-1.35,-2.25:-66.23:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645924,TRUE,18:39.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645925,TRUE,43:36.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645926,TRUE,13:13.0,-66.15,-1.8,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645927,TRUE,41:34.0,-66.15,-1.8,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645928,TRUE,07:23.0,-66.15,-1.8,-1.8:-66.15:-0.9:-66.15,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645929,TRUE,42:28.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645930,TRUE,09:28.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645931,TRUE,44:18.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645932,TRUE,12:24.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645933,TRUE,43:37.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645934,TRUE,08:23.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645935,TRUE,40:20.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645936,TRUE,05:45.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645937,TRUE,45:33.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645938,TRUE,10:03.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645939,TRUE,38:56.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645940,TRUE,09:12.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645941,TRUE,44:20.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645942,TRUE,05:08.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645943,TRUE,44:29.0,-66.15,-1.8,-2.25:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645944,TRUE,04:56.0,-66.15,-1.8,-2.7:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645945,TRUE,44:09.0,-66.15,-1.8,-2.7:-66.15:-0.9:-65.86,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645946,TRUE,11:18.0,-66.15,-1.8,-7.65:-66.15:-0.9:-65.83,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645947,TRUE,39:10.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.83,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645948,TRUE,26:44.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.83,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645949,TRUE,39:48.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.83,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645950,TRUE,12:26.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.83,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645951,TRUE,39:56.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.83,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645952,TRUE,06:18.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645953,TRUE,35:36.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645954,TRUE,03:49.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645955,TRUE,30:51.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645956,TRUE,09:29.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645957,TRUE,32:32.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645958,TRUE,05:10.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645959,TRUE,27:32.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645960,TRUE,12:58.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645961,TRUE,34:48.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645962,TRUE,00:29.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645963,TRUE,40:52.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645964,TRUE,04:56.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645965,TRUE,25:58.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645966,TRUE,02:28.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645967,TRUE,38:59.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645968,TRUE,01:47.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645969,TRUE,40:38.0,-66.15,-1.8,-7.65:-66.32:-0.9:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645970,TRUE,04:54.0,-66.15,-1.8,-7.65:-66.32:2.25:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645971,TRUE,38:16.0,-66.15,-1.8,-7.65:-66.32:2.25:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645972,TRUE,59:47.0,-66.15,-1.8,-7.65:-66.32:2.25:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645973,TRUE,28:16.0,-66.15,-1.8,-7.65:-66.15:2.25:-65.41,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645974,TRUE,00:04.0,-66.15,-1.8,-7.65:-66.15:2.25:-65.41,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645975,TRUE,31:47.0,-66.15,-1.8,-7.65:-66.15:2.25:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645976,TRUE,04:48.0,-66.15,-1.8,-7.65:-66.15:2.25:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645977,TRUE,34:41.0,-66.15,-1.8,-7.65:-66.15:2.25:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645978,TRUE,00:18.0,-66.15,-1.8,-7.65:-66.15:2.25:-65.78,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645979,TRUE,36:41.0,-66.15,-1.8,-3.15:-66.15:2.25:-65.7,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645980,TRUE,58:41.0,-66.15,-1.8,-3.15:-66.15:2.25:-65.7,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645981,TRUE,37:35.0,-66.15,-1.8,-3.15:-66.15:2.25:-65.7,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645982,TRUE,05:06.0,-66.15,-1.8,-3.15:-66.15:2.25:-65.7,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645983,TRUE,28:18.0,-66.15,-1.8,-3.15:-66.15:2.25:-65.7,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645984,TRUE,01:49.0,-66.15,-1.8,-3.15:-66.15:2.25:-65.7,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645985,TRUE,34:57.0,-66.15,-1.8,-3.15:-66.15:2.25:-65.7,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645986,TRUE,59:45.0,-66.15,-1.8,-3.6:-66.15:2.25:-65.7,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645987,TRUE,33:18.0,-65.7,0.45,-3.6:-66.15:3.6:-65.7,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645988,TRUE,56:05.0,-65.7,0.45,-3.6:-66.15:3.6:-65.7,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645989,TRUE,33:45.0,-65.7,0.45,-3.6:-66.15:2.25:-65.7,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645990,TRUE,55:26.0,-65.7,0.45,-3.6:-66.15:4.5:-65.33,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645991,TRUE,30:28.0,-65.7,0.45,-3.6:-66.15:4.5:-65.33,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645992,TRUE,56:50.0,-65.7,0.45,-3.6:-66.15:4.5:-65.33,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645993,TRUE,30:33.0,-65.7,0.45,-3.6:-66.15:4.5:-65.33,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645994,TRUE,57:32.0,-65.7,0.45,-3.6:-66.15:4.5:-65.33,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645995,TRUE,20:27.0,-65.7,0.45,-3.6:-66.15:4.5:-65.13,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645996,TRUE,59:58.0,-65.7,0.45,-3.6:-66.15:4.5:-65.13,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645997,TRUE,31:27.0,-65.58,5.4,-4.5:-66.15:5.4:-64.96,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645998,TRUE,56:07.0,-65.58,5.4,-7.65:-66.15:5.4:-64.67,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549645999,TRUE,27:38.0,-65.58,5.4,-7.65:-66.15:5.4:-63.9,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646000,TRUE,58:27.0,-65.58,5.4,-9:-66.15:5.4:-63.18,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646001,TRUE,20:36.0,-61.8,-3.6,-13.5:-64.67:0.45:-60.08,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646002,TRUE,36:07.0,-61.8,-3.6,-16.2:-62.81:-3.6:-60.08,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646003,TRUE,07:39.0,-58.53,-14.4,-22.05:-61.08:-4.95:-56.26,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646004,TRUE,29:14.0,-61.8,-23.4,-26.55:-63.01:-4.95:-57.87,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646005,TRUE,13:13.0,-58.12,-33.3,-33.3:-61.67:-11.7:-55.28,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646006,TRUE,13:21.0,-58.12,-33.3,-33.3:-59.92:-15.75:-55.77,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646007,TRUE,05:28.0,-58.12,-33.3,-33.3:-58.52:-18.9:-55.77,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646008,TRUE,14:56.0,-58.12,-33.3,-33.3:-58.37:-22.5:-55.92,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646009,TRUE,06:53.0,-58.12,-33.3,-33.3:-58.37:-23.4:-55.77,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646010,TRUE,07:40.0,-58.12,-33.3,-33.75:-58.32:-23.4:-55.77,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646011,TRUE,19:19.0,-58.12,-33.3,-38.25:-58.47:-26.1:-56.79,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646012,TRUE,05:23.0,-58.12,-33.3,-38.25:-58.47:-26.1:-56.79,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646013,TRUE,24:19.0,-58.12,-33.3,-38.25:-58.47:-26.55:-56.79,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646014,TRUE,04:13.0,-58.12,-33.3,-38.7:-58.47:-26.55:-56.75,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646015,TRUE,19:33.0,-58.12,-33.3,-38.7:-58.67:-26.55:-56.73,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646016,TRUE,52:36.0,-58.27,-38.25,-38.7:-59.04:-27:-56.79,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646017,TRUE,54:45.0,-58.47,-38.25,-38.7:-59.24:-28.8:-56.84,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646018,TRUE,16:15.0,-58.47,-38.25,-38.7:-59.04:-33.3:-57.9,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646019,TRUE,16:55.0,-58.47,-38.25,-38.7:-59.04:-37.8:-57.9,solar-geolocator,Hirundo rustica,H978,H978,Argentine Barn Swallows
2549646020,TRUE,49:18.0,-58.47,-38.25,-38.25:-58.47:-38.25:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
2549646021,TRUE,50:28.0,-58.47,-38.25,-38.25:-58.47:-38.25:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
2549646022,TRUE,35:36.0,-58.47,-38.25,-38.25:-59.04:-38.25:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
2549646023,TRUE,48:16.0,-58.47,-38.25,-38.25:-59.04:-38.25:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
2549646024,TRUE,35:37.0,-58.47,-38.25,-38.25:-59.24:-37.8:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
2549646025,TRUE,55:21.0,-58.47,-38.25,-38.25:-59.24:-37.8:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
2549646026,TRUE,34:26.0,-58.47,-38.25,-38.25:-59.24:-37.8:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
2549646027,TRUE,50:29.0,-58.47,-38.25,-38.25:-59.24:-37.8:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
2549646028,TRUE,34:43.0,-58.47,-38.25,-38.25:-59.24:-37.8:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
2549646029,TRUE,50:29.0,-58.47,-38.25,-38.25:-59.24:-37.8:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
2549646030,TRUE,31:52.0,-58.47,-38.25,-38.25:-59.24:-37.8:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
2549646031,TRUE,26:52.0,-58.47,-38.25,-38.25:-59.24:-37.8:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
2549646032,TRUE,50:32.0,-58.47,-38.25,-38.25:-59.24:-37.35:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
2549646033,TRUE,33:36.0,-58.47,-38.25,-38.25:-59.24:-37.35:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
2549646034,TRUE,50:29.0,-58.47,-38.25,-38.25:-59.24:-37.35:-58.47,solar-geolocator,Hirundo rustica,H980,H980,Argentine Barn Swallows
