feature_id,DeploymentID,timestamp_gmt,latitude,longitude,sats_used,residual,timestamp_gmt,
77901,2014CA-MK10-05644,1407187980,33.9908,-119.0606,5,1.1,1407187980,
77902,2014CA-MK10-05644,1407193980,34.0167,-119.0492,6,6.6,1407193980,
77903,2014CA-MK10-05644,1407197400,33.9996,-119.033,5,3.5,1407197400,
77904,2014CA-MK10-05644,1407197820,33.9994,-119.0331,7,9.1,1407197820,
77905,2014CA-MK10-05644,1407198240,33.9991,-119.0343,4,1.4,1407198240,
77906,2014CA-MK10-05644,1407199620,34.0005,-119.0312,5,5.9,1407199620,
77907,2014CA-MK10-05644,1407201960,33.993,-119.0356,5,5.3,1407201960,
77908,2014CA-MK10-05644,1407205320,33.9828,-119.0046,5,5,1407205320,
77909,2014CA-MK10-05644,1407209160,33.9977,-118.9961,5,3.8,1407209160,
77910,2014CA-MK10-05644,1407211320,33.9982,-118.9828,7,1,1407211320,
77911,2014CA-MK10-05644,1407211740,33.9998,-118.9789,9,11.3,1407211740,
77912,2014CA-MK10-05644,1407213660,34.0108,-118.9837,7,2.9,1407213660,
77913,2014CA-MK10-05644,1407214080,34.0122,-118.9853,6,5.8,1407214080,
77914,2014CA-MK10-05644,1407215760,34.018,-118.9791,5,0.3,1407215760,
77915,2014CA-MK10-05644,1407216180,34.0205,-118.9761,6,4.7,1407216180,
77916,2014CA-MK10-05644,1407216600,34.0204,-118.9706,5,1,1407216600,
77917,2014CA-MK10-05644,1407217020,34.024,-118.9685,5,0.8,1407217020,
77918,2014CA-MK10-05644,1407217560,34.0183,-118.9586,5,0.4,1407217560,
77919,2014CA-MK10-05644,1407220080,34.0095,-118.9329,6,6.7,1407220080,
77920,2014CA-MK10-05644,1407220740,34.0067,-118.9261,5,12,1407220740,
77921,2014CA-MK10-05644,1407223200,33.9971,-118.9019,5,3.3,1407223200,
77922,2014CA-MK10-05644,1407223860,33.9962,-118.898,6,7.5,1407223860,
77923,2014CA-MK10-05644,1407225900,33.9846,-118.897,4,0.9,1407225900,
77924,2014CA-MK10-05644,1407228960,33.9656,-118.9118,4,0.6,1407228960,
77925,2014CA-MK10-05644,1407229920,33.9652,-118.9194,6,9.9,1407229920,
77926,2014CA-MK10-05644,1407231540,33.9671,-118.9299,6,3.4,1407231540,
77927,2014CA-MK10-05644,1407233460,33.9775,-118.9308,5,11,1407233460,
77928,2014CA-MK10-05644,1407236580,33.981,-118.951,7,7.2,1407236580,
77929,2014CA-MK10-05644,1407238500,33.9867,-118.9667,7,15.4,1407238500,
77930,2014CA-MK10-05644,1407239580,33.9918,-118.9791,9,10.9,1407239580,
77931,2014CA-MK10-05644,1407256500,34.0084,-119.0117,5,4.1,1407256500,
77932,2014CA-MK10-05644,1407263820,33.9938,-118.9696,6,6.7,1407263820,
77933,2014CA-MK10-05644,1407265740,33.987,-118.961,8,16.5,1407265740,
77934,2014CA-MK10-05644,1407266640,33.9939,-118.9439,8,13.1,1407266640,
77935,2014CA-MK10-05644,1407269220,33.9967,-118.8914,4,0.3,1407269220,
77936,2014CA-MK10-05644,1407269640,33.9951,-118.8814,7,10.1,1407269640,
77937,2014CA-MK10-05644,1407270840,33.9896,-118.8557,5,9.1,1407270840,
77938,2014CA-MK10-05644,1407272160,33.9723,-118.8343,5,9.8,1407272160,
77939,2014CA-MK10-05644,1407292740,33.8674,-118.5675,4,0.2,1407292740,
77940,2014CA-MK10-05644,1407307260,33.838,-118.5799,5,0.8,1407307260,
77941,2014CA-MK10-05644,1407320460,33.8323,-118.4767,6,4.6,1407320460,
77942,2014CA-MK10-05644,1407333060,33.7548,-118.476,10,7.6,1407333060,
77943,2014CA-MK10-05644,1407334080,33.9285,-118.0501,11,6609.7,1407334080,
77944,2014CA-MK10-05644,1407348060,33.8379,-118.5519,9,6.5,1407348060,
77945,2014CA-MK10-05644,1407348480,33.8406,-118.5577,9,8.9,1407348480,
77946,2014CA-MK10-05644,1407364140,33.9398,-118.6386,7,12.9,1407364140,
77947,2014CA-MK10-05644,1407395820,33.9886,-118.7015,8,6.8,1407395820,
77948,2014CA-MK10-05644,1407397920,33.9815,-118.7129,7,7.4,1407397920,
77949,2014CA-MK10-05644,1407409080,33.9602,-118.7606,4,19.4,1407409080,
77950,2014CA-MK10-05644,1407409560,33.9708,-118.765,6,11.1,1407409560,
77951,2014CA-MK10-05644,1407431760,34.014,-119.0344,9,5.5,1407431760,
77952,2014CA-MK10-05644,1407435900,34.0062,-119.0793,10,14.5,1407435900,
77953,2014CA-MK10-05644,1407444960,34.0488,-119.1915,6,14.1,1407444960,
77954,2014CA-MK10-05644,1407462840,34.0013,-118.9343,4,0.1,1407462840,
77955,2014CA-MK10-05644,1407470580,33.987,-118.7906,5,0.3,1407470580,
77956,2014CA-MK10-05644,1407476340,33.9821,-118.7769,6,6,1407476340,
77957,2014CA-MK10-05644,1407476760,33.9869,-118.7781,5,5.7,1407476760,
77958,2014CA-MK10-05644,1407478020,33.9803,-118.755,7,0.5,1407478020,
77959,2014CA-MK10-05644,1407478440,33.9822,-118.7519,7,5.1,1407478440,
77960,2014CA-MK10-05644,1407479280,33.9841,-118.7443,9,7.5,1407479280,
77961,2014CA-MK10-05644,1407487860,33.9792,-118.7372,4,1.2,1407487860,
77962,2014CA-MK10-05644,1407490860,33.9783,-118.7538,5,2.2,1407490860,
77963,2014CA-MK10-05644,1407501000,33.9495,-118.7518,7,5.1,1407501000,
77964,2014CA-MK10-05644,1407502020,33.952,-118.7374,8,7.7,1407502020,
77965,2014CA-MK10-05644,1407503940,33.9715,-118.7188,8,4.9,1407503940,
77966,2014CA-MK10-05644,1407505680,33.9838,-118.707,9,11.3,1407505680,
77967,2014CA-MK10-05644,1407508620,33.9801,-118.659,7,17,1407508620,
77968,2014CA-MK10-05644,1407509700,33.9783,-118.6441,7,5.1,1407509700,
77969,2014CA-MK10-05644,1407514800,33.9402,-118.582,11,19.1,1407514800,
77970,2014CA-MK10-05644,1407515940,33.9247,-118.5714,7,11.1,1407515940,
77971,2014CA-MK10-05644,1407533700,33.7147,-118.4321,5,2.4,1407533700,
77972,2014CA-MK10-05644,1407543660,33.8955,-118.3558,4,0.4,1407543660,
77973,2014CA-MK10-05644,1407555840,33.6619,-118.3146,4,0.3,1407555840,
77974,2014CA-MK10-05644,1407556260,33.6559,-118.3152,6,2.1,1407556260,
77975,2014CA-MK10-05644,1407558000,33.6424,-118.2979,8,11.5,1407558000,
77976,2014CA-MK10-05644,1407559440,33.6314,-118.2832,8,5.5,1407559440,
77977,2014CA-MK10-05644,1407559860,33.6277,-118.2792,5,18.1,1407559860,
77978,2014CA-MK10-05644,1407560820,33.6248,-118.2686,8,5.9,1407560820,
77979,2014CA-MK10-05644,1407561240,33.6254,-118.2641,5,0.9,1407561240,
77980,2014CA-MK10-05644,1407563100,33.6153,-118.2399,9,10.6,1407563100,
77981,2014CA-MK10-05644,1407564780,33.6113,-118.2193,7,22.8,1407564780,
77982,2014CA-MK10-05644,1407569220,33.5936,-118.1757,7,17.2,1407569220,
77983,2014CA-MK10-05644,1407571620,33.5761,-118.1651,7,7.1,1407571620,
77984,2014CA-MK10-05644,1407573840,33.5685,-118.1479,9,14.2,1407573840,
77985,2014CA-MK10-05644,1407575280,33.5657,-118.1358,7,8.9,1407575280,
77986,2014CA-MK10-05644,1407579540,33.5583,-118.1088,6,8,1407579540,
77987,2014CA-MK10-05644,1407582000,33.5663,-118.0925,6,3.5,1407582000,
77988,2014CA-MK10-05644,1407593820,33.5663,-117.9908,11,6.2,1407593820,
77989,2014CA-MK10-05644,1407594240,33.5668,-117.9858,10,14.1,1407594240,
77990,2014CA-MK10-05644,1407599220,33.5792,-117.9303,9,12.2,1407599220,
77991,2014CA-MK10-05644,1407599640,33.5815,-117.9268,10,14.9,1407599640,
77992,2014CA-MK10-05644,1407607860,33.5688,-117.9036,10,10.8,1407607860,
77993,2014CA-MK10-05644,1407616140,33.5587,-117.8873,6,11.3,1407616140,
77994,2014CA-MK10-05644,1407624300,33.5308,-117.8116,6,3,1407624300,
77995,2014CA-MK10-05644,1407626880,33.5092,-117.788,7,11.3,1407626880,
77996,2014CA-MK10-05644,1407627360,33.503,-117.7892,5,5,1407627360,
77997,2014CA-MK10-05644,1407628440,33.4865,-117.7891,8,9.9,1407628440,
77998,2014CA-MK10-05644,1407631980,33.46,-117.7514,7,12,1407631980,
77999,2014CA-MK10-05644,1407633600,33.4445,-117.7386,4,0.8,1407633600,
78000,2014CA-MK10-05644,1407634860,33.4366,-117.7285,7,4.8,1407634860,
78001,2014CA-MK10-05644,1407639000,33.3987,-117.694,8,6,1407639000,
78002,2014CA-MK10-05644,1407639420,33.3946,-117.6906,8,11.4,1407639420,
78003,2014CA-MK10-05644,1407643980,33.3569,-117.6637,7,5.8,1407643980,
78004,2014CA-MK10-05644,1407649740,33.3158,-117.6488,7,2.1,1407649740,
78005,2014CA-MK10-05644,1407658260,33.2633,-117.6399,6,8.4,1407658260,
78006,2014CA-MK10-05644,1407660840,33.2438,-117.6328,9,14.8,1407660840,
78007,2014CA-MK10-05644,1407677040,33.1087,-117.5817,10,4.7,1407677040,
78008,2014CA-MK10-05644,1407678000,33.1013,-117.577,9,7,1407678000,
78009,2014CA-MK10-05644,1407696060,33.0152,-117.4398,8,4.9,1407696060,
78010,2014CA-MK10-05644,1407696480,33.0154,-117.4355,8,8.1,1407696480,
78011,2014CA-MK10-05644,1407710400,33.0158,-117.325,5,3.9,1407710400,
78012,2014CA-MK10-05644,1407714420,33.0379,-117.3419,4,1.1,1407714420,
78013,2014CA-MK10-05644,1407714960,33.0398,-117.3456,7,7.3,1407714960,
78014,2014CA-MK10-05644,1407721440,33.0769,-117.3614,6,9,1407721440,
78015,2014CA-MK10-05644,1407741300,32.9179,-117.2805,5,18.1,1407741300,
78016,2014CA-MK10-05644,1407749160,32.8554,-117.2949,4,0.4,1407749160,
78017,2014CA-MK10-05644,1407751860,32.8238,-117.3136,5,13.1,1407751860,
78018,2014CA-MK10-05644,1407753720,32.7977,-117.3157,5,6.8,1407753720,
78019,2014CA-MK10-05644,1407774600,32.622,-117.2559,8,6,1407774600,
78020,2014CA-MK10-05644,1407777540,32.5884,-117.2488,8,15.8,1407777540,
78021,2014CA-MK10-05644,1407778680,32.5752,-117.2522,9,8.4,1407778680,
78022,2014CA-MK10-05644,1407779100,32.5692,-117.2542,5,6.1,1407779100,
78023,2014CA-MK10-05644,1407791220,32.4242,-117.2857,7,10.8,1407791220,
78024,2014CA-MK10-05644,1407799260,32.3321,-117.2528,6,7.2,1407799260,
78025,2014CA-MK10-05644,1407799860,32.3244,-117.2483,4,1,1407799860,
78026,2014CA-MK10-05644,1407800400,32.3192,-117.2442,7,20.7,1407800400,
78027,2014CA-MK10-05644,1407801180,32.3101,-117.2378,7,5.2,1407801180,
78028,2014CA-MK10-05644,1407818880,32.1293,-117.1556,6,0.9,1407818880,
78029,2014CA-MK10-05644,1407875580,31.5159,-117.0671,5,8.9,1407875580,
78030,2014CA-MK10-05644,1407880320,31.4646,-117.0345,6,12.5,1407880320,
78031,2014CA-MK10-05644,1407882300,31.4429,-117.0136,5,1,1407882300,
78032,2014CA-MK10-05644,1407882720,31.4376,-117.0093,5,9.3,1407882720,
78033,2014CA-MK10-05644,1407883320,31.431,-117.0018,7,6.1,1407883320,
78034,2014CA-MK10-05644,1407885060,31.4125,-116.9825,7,6,1407885060,
78035,2014CA-MK10-05644,1407886080,31.3993,-116.9721,5,7.4,1407886080,
78036,2014CA-MK10-05644,1407887040,31.3906,-116.9632,8,20.2,1407887040,
78037,2014CA-MK10-05644,1407887700,31.3867,-116.9547,6,16.3,1407887700,
78038,2014CA-MK10-05644,1407898500,31.3151,-116.8533,8,23.9,1407898500,
78039,2014CA-MK10-05644,1407909000,31.2913,-116.7558,9,11.4,1407909000,
78040,2014CA-MK10-05644,1407935460,31.2624,-116.538,5,1.6,1407935460,
78041,2014CA-MK10-05644,1407944580,31.309,-116.509,6,6.9,1407944580,
78042,2014CA-MK10-05644,1407964440,31.3779,-116.7289,5,7.4,1407964440,
78043,2014CA-MK10-05644,1408018020,31.314,-117.1843,7,11.1,1408018020,
78044,2014CA-MK10-05644,1408085460,31.6895,-117.0289,5,0.7,1408085460,
78045,2014CA-MK10-05644,1408113180,31.8237,-117.0062,7,11,1408113180,
78046,2014CA-MK10-05644,1408142640,31.7304,-116.7559,6,12.9,1408142640,
78047,2014CA-MK10-05644,1408144320,31.7239,-116.7435,5,2.6,1408144320,
78048,2014CA-MK10-05644,1408146420,31.7158,-116.7411,8,13.3,1408146420,
78049,2014CA-MK10-05644,1408165980,31.6734,-116.7057,7,12.9,1408165980,
78050,2014CA-MK10-05644,1408172880,31.714,-116.735,8,3.4,1408172880,
78051,2014CA-MK10-05644,1408177080,31.7402,-116.7489,6,17.7,1408177080,
78052,2014CA-MK10-05644,1408179120,31.7504,-116.763,8,4.1,1408179120,
78053,2014CA-MK10-05644,1408185780,31.8067,-116.7251,8,14.2,1408185780,
78054,2014CA-MK10-05644,1408189920,31.8352,-116.7484,7,4.7,1408189920,
78055,2014CA-MK10-05644,1408194120,31.8657,-116.7814,11,9.9,1408194120,
78056,2014CA-MK10-05644,1408199880,31.8865,-116.8341,10,17.7,1408199880,
78057,2014CA-MK10-05644,1408207620,31.868,-116.8511,10,10.7,1408207620,
78058,2014CA-MK10-05644,1408222380,31.7564,-116.761,8,9.5,1408222380,
78059,2014CA-MK10-05644,1408235340,31.8604,-116.8014,6,4,1408235340,
78060,2014CA-MK10-05644,1408287540,32.2006,-117.2227,7,12.2,1408287540,
78061,2014CA-MK10-05644,1408309020,32.4249,-117.2961,5,0.7,1408309020,
78062,2014CA-MK10-05644,1408327980,32.6021,-117.3384,7,13,1408327980,
78063,2014CA-MK10-05644,1408345500,32.7013,-117.5041,6,5,1408345500,
78064,2014CA-MK10-05644,1408358160,32.7447,-117.7101,8,10.3,1408358160,
78065,2014CA-MK10-05644,1408372440,32.9022,-117.8577,6,9.9,1408372440,
78066,2014CA-MK10-05644,1408372860,32.9039,-117.8665,5,2.7,1408372860,
78067,2014CA-MK10-05644,1408445280,33.4109,-118.2231,9,6.1,1408445280,
78068,2014CA-MK10-05644,1408449180,33.4421,-118.2406,6,14.5,1408449180,
78069,2014CA-MK10-05644,1408484280,33.5257,-118.2804,5,3.1,1408484280,
78070,2014CA-MK10-05644,1408497120,33.6384,-118.2952,7,10.2,1408497120,
78071,2014CA-MK10-05644,1408498920,33.632,-118.3004,5,2.7,1408498920,
78072,2014CA-MK10-05644,1408499400,33.6368,-118.2964,6,2,1408499400,
78073,2014CA-MK10-05644,1408499820,33.6432,-118.2945,6,7.2,1408499820,
78074,2014CA-MK10-05644,1408538340,33.8046,-118.6332,9,9.2,1408538340,
78075,2014CA-MK10-05644,1408580820,34.0651,-119.1302,8,9.2,1408580820,
78076,2014CA-MK10-05644,1408582740,34.0628,-119.1342,4,0.3,1408582740,
78077,2014CA-MK10-05644,1408584060,34.0638,-119.1499,7,11,1408584060,
78078,2014CA-MK10-05644,1408599060,34.1139,-119.3246,8,10.3,1408599060,
78079,2014CA-MK10-05644,1408611360,34.1488,-119.4428,4,0.4,1408611360,
78080,2014CA-MK10-05644,1408644600,34.2266,-119.4596,4,0.1,1408644600,
78081,2014CA-MK10-05644,1408669140,34.0568,-119.6041,4,0.1,1408669140,
78082,2014CA-MK10-05644,1408684800,33.9119,-119.4407,6,4.2,1408684800,
78083,2014CA-MK10-05644,1408723020,33.9149,-119.3853,5,2.1,1408723020,
78084,2014CA-MK10-05644,1408723500,33.914,-119.3794,4,0.4,1408723500,
78085,2014CA-MK10-05644,1408741500,33.7644,-119.2325,5,9.3,1408741500,
78086,2014CA-MK10-05644,1408757700,33.5863,-119.1628,7,12.8,1408757700,
78087,2014CA-MK10-05644,1408768380,33.4749,-119.1527,6,7.8,1408768380,
78088,2014CA-MK10-05644,1408779720,33.3615,-119.0936,9,15.1,1408779720,
78089,2014CA-MK10-05644,1408788840,33.2785,-119.055,8,5.1,1408788840,
78090,2014CA-MK10-05644,1408794420,33.2353,-119.0028,5,3.2,1408794420,
78091,2014CA-MK10-05644,1408813800,33.1642,-118.6439,11,18257.4,1408813800,
78094,2014CA-MK10-05650,1407177840,33.9789,-119.0127,7,6.6,,
78095,2014CA-MK10-05650,1407178320,33.9778,-119.0203,10,12.7,,
78096,2014CA-MK10-05650,1407178740,33.9808,-119.0274,11,11.7,,
78097,2014CA-MK10-05650,1407179160,33.9816,-119.0264,9,6.5,,
78098,2014CA-MK10-05650,1407179700,33.9816,-119.0205,9,10.7,,
78099,2014CA-MK10-05650,1407180120,33.9864,-119.02,9,15.8,,
78100,2014CA-MK10-05650,1407180720,33.9934,-119.0222,9,9.4,,
78101,2014CA-MK10-05650,1407181140,33.9982,-119.021,8,11.7,,
78102,2014CA-MK10-05650,1407181560,34.0043,-119.0229,10,14.1,,
78103,2014CA-MK10-05650,1407182400,34.0067,-119.0298,6,10.1,,
78104,2014CA-MK10-05650,1407182820,34.0084,-119.0332,9,12.3,,
78105,2014CA-MK10-05650,1407183300,34.0093,-119.0341,7,13.3,,
78106,2014CA-MK10-05650,1407184140,34.0057,-119.0362,7,9.1,,
78107,2014CA-MK10-05650,1407185580,34.0015,-119.0254,6,11.4,,
78108,2014CA-MK10-05650,1407186720,34.0064,-119.0195,6,5.2,,
78109,2014CA-MK10-05650,1407187260,34.0051,-119.0148,7,8.7,,
78110,2014CA-MK10-05650,1407187860,34.0012,-119.0107,7,9.1,,
78111,2014CA-MK10-05650,1407189060,33.9931,-119.0028,8,8.7,,
78112,2014CA-MK10-05650,1407189600,33.9932,-118.9974,7,8.6,,
78113,2014CA-MK10-05650,1407190620,33.9943,-118.9886,6,7.6,,
78114,2014CA-MK10-05650,1407191160,33.997,-118.9884,8,4.8,,
78115,2014CA-MK10-05650,1407191640,33.9984,-118.9925,6,1.7,,
78116,2014CA-MK10-05650,1407192180,33.9977,-118.9982,7,10.6,,
78117,2014CA-MK10-05650,1407192720,33.9947,-119.0037,6,10.1,,
78118,2014CA-MK10-05650,1407193320,33.9897,-119.0048,8,10.8,,
78119,2014CA-MK10-05650,1407193740,33.989,-119.0051,6,3.2,,
78120,2014CA-MK10-05650,1407194160,33.9855,-119.0022,7,11.9,,
78121,2014CA-MK10-05650,1407194580,33.9843,-119.007,8,12,,
78122,2014CA-MK10-05650,1407195180,33.9845,-119.016,4,1.2,,
78123,2014CA-MK10-05650,1407195600,33.9898,-119.0189,8,10.4,,
78124,2014CA-MK10-05650,1407196020,33.99,-119.0236,6,4,,
78125,2014CA-MK10-05650,1407196560,33.9874,-119.0235,6,10.6,,
78126,2014CA-MK10-05650,1407197220,33.9886,-119.0233,8,12.4,,
78127,2014CA-MK10-05650,1407198120,33.9862,-119.025,8,13.5,,
78128,2014CA-MK10-05650,1407198600,33.9825,-119.0215,7,10.2,,
78129,2014CA-MK10-05650,1407199140,33.9812,-119.0173,8,9.7,,
78130,2014CA-MK10-05650,1407199740,33.9799,-119.0142,7,9.6,,
78131,2014CA-MK10-05650,1407200280,33.9759,-119.0085,5,20.8,,
78132,2014CA-MK10-05650,1407201300,33.9783,-119.0013,6,8.7,,
78133,2014CA-MK10-05650,1407201840,33.9827,-118.9988,9,17.8,,
78134,2014CA-MK10-05650,1407202320,33.9833,-119.0035,8,12.1,,
78135,2014CA-MK10-05650,1407202980,33.9844,-119.0049,5,10.9,,
78136,2014CA-MK10-05650,1407203640,33.9844,-119.0102,7,6.3,,
78137,2014CA-MK10-05650,1407204300,33.9861,-119.0108,8,13.6,,
78138,2014CA-MK10-05650,1407204720,33.9863,-119.012,8,15.1,,
78139,2014CA-MK10-05650,1407205140,33.9881,-119.0137,7,6,,
78140,2014CA-MK10-05650,1407205560,33.9885,-119.0184,7,7.1,,
78141,2014CA-MK10-05650,1407206040,33.9853,-119.0161,7,3.7,,
78142,2014CA-MK10-05650,1407206760,33.9851,-119.0096,7,2.8,,
78143,2014CA-MK10-05650,1407207300,33.9854,-119.002,6,6.6,,
78144,2014CA-MK10-05650,1407207840,33.9873,-119.0078,6,14.1,,
78145,2014CA-MK10-05650,1407208380,33.986,-119.0148,5,5.5,,
78146,2014CA-MK10-05650,1407208860,33.9868,-119.0203,4,0.2,,
78147,2014CA-MK10-05650,1407209400,33.9813,-119.0193,6,16.9,,
78148,2014CA-MK10-05650,1407209940,33.9769,-119.0185,6,8.6,,
78149,2014CA-MK10-05650,1407210840,33.9688,-119.0172,8,8.6,,
78150,2014CA-MK10-05650,1407211320,33.965,-119.0161,7,5.5,,
78151,2014CA-MK10-05650,1407212220,33.9589,-119.0148,6,2,,
78152,2014CA-MK10-05650,1407212700,33.9583,-119.0121,8,4.1,,
78153,2014CA-MK10-05650,1407213120,33.9572,-119.0076,10,12.1,,
78154,2014CA-MK10-05650,1407213540,33.9564,-119.0043,9,9.5,,
78155,2014CA-MK10-05650,1407214500,33.9549,-118.9949,7,10.2,,
78156,2014CA-MK10-05650,1407214980,33.9538,-118.9905,9,10.4,,
78157,2014CA-MK10-05650,1407216060,33.9506,-118.9818,9,9,,
78158,2014CA-MK10-05650,1407216600,33.9487,-118.9777,9,6.6,,
78159,2014CA-MK10-05650,1407217140,33.9459,-118.9741,8,7.8,,
78160,2014CA-MK10-05650,1407217620,33.9452,-118.9708,6,4.1,,
78161,2014CA-MK10-05650,1407218040,33.945,-118.9677,7,11.8,,
78162,2014CA-MK10-05650,1407218640,33.9427,-118.9637,7,6.7,,
78163,2014CA-MK10-05650,1407219060,33.941,-118.9611,9,11.4,,
78164,2014CA-MK10-05650,1407219540,33.9403,-118.9568,7,5.4,,
78165,2014CA-MK10-05650,1407220080,33.9393,-118.9524,9,12.4,,
78166,2014CA-MK10-05650,1407220680,33.9384,-118.9481,9,6.7,,
78167,2014CA-MK10-05650,1407221760,33.9397,-118.9506,8,15.3,,
78168,2014CA-MK10-05650,1407222900,33.9355,-118.9578,6,11,,
78169,2014CA-MK10-05650,1407223560,33.9338,-118.9607,8,9.5,,
78170,2014CA-MK10-05650,1407224100,33.9328,-118.9647,6,3.7,,
78171,2014CA-MK10-05650,1407224760,33.9334,-118.9694,7,3.1,,
78172,2014CA-MK10-05650,1407225180,33.9334,-118.9724,10,9.4,,
78173,2014CA-MK10-05650,1407225600,33.9332,-118.9758,8,11.2,,
78174,2014CA-MK10-05650,1407226020,33.9339,-118.9787,8,13.5,,
78175,2014CA-MK10-05650,1407226620,33.9337,-118.9836,8,8.8,,
78176,2014CA-MK10-05650,1407227580,33.9353,-118.9912,8,13.6,,
78177,2014CA-MK10-05650,1407228180,33.936,-118.9967,8,7.6,,
78178,2014CA-MK10-05650,1407228660,33.9363,-119.0002,8,13.2,,
78179,2014CA-MK10-05650,1407229260,33.9368,-119.0054,9,15.6,,
78180,2014CA-MK10-05650,1407229740,33.9364,-119.0088,6,9,,
78181,2014CA-MK10-05650,1407230340,33.9356,-119.0133,7,12.6,,
78182,2014CA-MK10-05650,1407230820,33.9362,-119.0178,8,14.9,,
78183,2014CA-MK10-05650,1407231960,33.9392,-119.0285,8,12.9,,
78184,2014CA-MK10-05650,1407232380,33.9408,-119.0317,10,12.1,,
78185,2014CA-MK10-05650,1407232860,33.9402,-119.0365,6,7.4,,
78186,2014CA-MK10-05650,1407233400,33.9409,-119.0415,8,11.1,,
78187,2014CA-MK10-05650,1407234420,33.9475,-119.0447,9,6.7,,
78188,2014CA-MK10-05650,1407234960,33.9512,-119.0427,8,13.4,,
78189,2014CA-MK10-05650,1407235380,33.9539,-119.0398,11,11.6,,
78190,2014CA-MK10-05650,1407235800,33.9579,-119.0374,10,7.7,,
78191,2014CA-MK10-05650,1407236280,33.9628,-119.0352,10,20.3,,
78192,2014CA-MK10-05650,1407237180,33.9718,-119.0321,8,11,,
78193,2014CA-MK10-05650,1407237780,33.9779,-119.0313,9,11.7,,
78194,2014CA-MK10-05650,1407238860,33.9881,-119.027,9,11.1,,
78195,2014CA-MK10-05650,1407239400,33.9913,-119.0282,10,12.3,,
78196,2014CA-MK10-05650,1407239880,33.9893,-119.0293,9,4.5,,
78197,2014CA-MK10-05650,1407241140,33.9915,-119.0211,10,8.2,,
78198,2014CA-MK10-05650,1407241800,33.9884,-119.0188,7,7.2,,
78199,2014CA-MK10-05650,1407242880,33.9905,-119.0089,8,5.6,,
78200,2014CA-MK10-05650,1407243660,33.9877,-119.0064,8,11.7,,
78201,2014CA-MK10-05650,1407244620,33.9856,-119.0038,8,8.3,,
78202,2014CA-MK10-05650,1407245580,33.9857,-119.0018,9,9,,
78203,2014CA-MK10-05650,1407246540,33.9879,-118.9947,9,7.1,,
78204,2014CA-MK10-05650,1407247080,33.9903,-118.9885,9,13.5,,
78205,2014CA-MK10-05650,1407247560,33.9922,-118.9807,11,9.8,,
78206,2014CA-MK10-05650,1407249300,33.9883,-118.979,8,13.3,,
78207,2014CA-MK10-05650,1407250140,33.9871,-118.9773,10,7.4,,
78208,2014CA-MK10-05650,1407250620,33.9889,-118.9761,11,10.1,,
78209,2014CA-MK10-05650,1407251160,33.9885,-118.979,11,13.9,,
78210,2014CA-MK10-05650,1407251640,33.9863,-118.9817,11,8.6,,
78211,2014CA-MK10-05650,1407252180,33.9859,-118.9879,11,19.9,,
78212,2014CA-MK10-05650,1407252780,33.9864,-118.9928,11,6.6,,
78213,2014CA-MK10-05650,1407253260,33.9865,-118.9973,11,12.5,,
78214,2014CA-MK10-05650,1407253740,33.9863,-119.0027,10,17.2,,
78215,2014CA-MK10-05650,1407254280,33.988,-119.0094,9,4.6,,
78216,2014CA-MK10-05650,1407255000,33.9887,-119.0161,10,10,,
78217,2014CA-MK10-05650,1407255900,33.9907,-119.0239,10,15.6,,
78218,2014CA-MK10-05650,1407256320,33.9963,-119.027,9,11.2,,
78219,2014CA-MK10-05650,1407256800,33.9993,-119.0257,11,8.5,,
78220,2014CA-MK10-05650,1407257340,34.0004,-119.0339,9,14.9,,
78221,2014CA-MK10-05650,1407257880,33.9965,-119.04,10,15.8,,
78222,2014CA-MK10-05650,1407258420,33.9904,-119.0417,9,6.8,,
78223,2014CA-MK10-05650,1407258840,33.9867,-119.0443,9,4.7,,
78224,2014CA-MK10-05650,1407259320,33.9857,-119.0419,7,16.1,,
78225,2014CA-MK10-05650,1407259800,33.9912,-119.0368,6,14.4,,
78226,2014CA-MK10-05650,1407260400,33.9967,-119.0319,8,14.6,,
78227,2014CA-MK10-05650,1407261000,34.0047,-119.0325,11,5,,
78228,2014CA-MK10-05650,1407261420,34.0066,-119.0358,6,9.3,,
78229,2014CA-MK10-05650,1407261840,34.01,-119.0324,5,5.8,,
78230,2014CA-MK10-05650,1407262320,34.0093,-119.0268,10,12.2,,
78231,2014CA-MK10-05650,1407262800,34.0041,-119.0227,9,11.3,,
78232,2014CA-MK10-05650,1407263880,33.9968,-119.0129,11,8,,
78233,2014CA-MK10-05650,1407264300,33.9929,-119.0146,9,6.7,,
78234,2014CA-MK10-05650,1407264720,33.9885,-119.0109,7,11.5,,
78235,2014CA-MK10-05650,1407265200,33.9875,-119.0071,6,9.3,,
78236,2014CA-MK10-05650,1407265620,33.9857,-119.0035,8,10,,
78237,2014CA-MK10-05650,1407266040,33.9811,-118.9989,7,7.6,,
78238,2014CA-MK10-05650,1407266460,33.9822,-118.9918,9,8.8,,
78239,2014CA-MK10-05650,1407266940,33.9839,-118.9858,8,9.8,,
78240,2014CA-MK10-05650,1407267360,33.9809,-118.9787,9,12.8,,
78241,2014CA-MK10-05650,1407267960,33.9798,-118.9695,6,8.2,,
78242,2014CA-MK10-05650,1407268500,33.9762,-118.9627,6,10.8,,
78243,2014CA-MK10-05650,1407269340,33.9714,-118.9519,8,18.3,,
